title,category,date,longitude,latitude,year,month
"Blue Stem Wildfire, Franklin, Mississippi",Wildfires,2025-03-13 09:06:00+00:00,-90.899,31.356,2025,3
"SMR CPT 303 304 Rx 0313 Wildfire, Wakulla, Florida",Wildfires,2025-03-13 08:16:00+00:00,-84.424167,30.011111,2025,3
"The 344 Wildfire, Miami-Dade, Florida",Wildfires,2025-03-12 22:41:00+00:00,-80.3647222,25.4447222,2025,3
"RX LONE PINE Wildfire, Pittsburg, Oklahoma",Wildfires,2025-03-12 19:38:00+00:00,-95.6052,34.7029,2025,3
"Hamby Ridge Fire Wildfire, Delaware, Oklahoma",Wildfires,2025-03-12 19:32:00+00:00,-94.7344444,36.32,2025,3
Wildfire in Myanmar 1023597,Wildfires,2025-03-12 19:00:00+00:00,94.23278989531258,21.723810660461393,2025,3
Wildfire in Nigeria 1023604,Wildfires,2025-03-12 19:00:00+00:00,13.930891537026335,12.3804343157281,2025,3
Wildfire in India 1023608,Wildfires,2025-03-12 19:00:00+00:00,90.99926889712192,25.79082244673053,2025,3
Wildfire in Myanmar 1023619,Wildfires,2025-03-12 19:00:00+00:00,97.48337613805379,18.92783125418988,2025,3
Wildfire in Thailand 1023621,Wildfires,2025-03-12 19:00:00+00:00,97.94917518303518,18.97846950931534,2025,3
Wildfire in Myanmar 1023622,Wildfires,2025-03-12 19:00:00+00:00,93.29823961736854,22.05017236786709,2025,3
"Cottonwood Creek Wildfire, San Saba, Texas",Wildfires,2025-03-12 17:48:00+00:00,-98.89228299,31.31084976,2025,3
"RX Wildcat- Straight Rock/ Brogan Wildfire, Yell, Arkansas",Wildfires,2025-03-12 16:43:00+00:00,-93.435167,34.891667,2025,3
"RX Jack Pigeon Wildfire, Scott, Arkansas",Wildfires,2025-03-12 16:42:00+00:00,-93.774833,34.995333,2025,3
"Roderfield Wildfire, McDowell, West Virginia",Wildfires,2025-03-12 15:15:00+00:00,-81.727343,37.460458,2025,3
"rx-Avoca Prairie Eastside Wildfire, Iowa, Wisconsin",Wildfires,2025-03-12 14:58:00+00:00,-90.3022045,43.198056,2025,3
"Holly Springs IU 43-1 RX Wildfire, Benton, Mississippi",Wildfires,2025-03-12 12:13:00+00:00,-89.280106,34.685209,2025,3
"Holly Springs IU 39 1 RX Wildfire, Marshall, Mississippi",Wildfires,2025-03-12 11:42:00+00:00,-89.305382,34.727783,2025,3
"Rx Liberty 3 Wildfire, Logan, Arkansas",Wildfires,2025-03-12 10:41:00+00:00,-93.5024,35.2131,2025,3
"RX OKSQR-HFR-FY25-Sandtown Wildfire, Sequoyah, Oklahoma",Wildfires,2025-03-12 10:32:00+00:00,-94.991767,35.4259,2025,3
"IDNR - Iroquois Meadows RX Wildfire, Iroquois, Illinois",Wildfires,2025-03-12 10:16:00+00:00,-87.579867,40.987483,2025,3
"RX JC Firewise South Wildfire, Garland, Arkansas",Wildfires,2025-03-12 09:59:00+00:00,-93.196389,34.541944,2025,3
"DeSoto BB 7209 C21 22 23 RX Wildfire, Perry, Mississippi",Wildfires,2025-03-12 09:56:00+00:00,-88.8907,30.981167,2025,3
"RX East end bear little bear Wildfire, Garland, Arkansas",Wildfires,2025-03-12 09:50:00+00:00,-93.312778,34.544444,2025,3
"RX Norris Hollow/Wildcat Wildfire, Yell, Arkansas",Wildfires,2025-03-12 09:37:00+00:00,-93.522583,34.875183,2025,3
"RX LOG CABIN Wildfire, Atoka, Oklahoma",Wildfires,2025-03-12 09:35:00+00:00,-95.8494,34.5792,2025,3
"Jerktail RX Wildfire, Shannon, Missouri",Wildfires,2025-03-12 09:29:00+00:00,-91.2676,37.2362,2025,3
"RX KIS C-5 SE Wildfire, Natchitoches, Louisiana",Wildfires,2025-03-12 09:22:00+00:00,-93.105,31.541,2025,3
"RX Bee Rough Wildfire, McCurtain, Oklahoma",Wildfires,2025-03-12 09:02:00+00:00,-94.71155,34.259633,2025,3
"Bienville CPT 22 RX Wildfire, Scott, Mississippi",Wildfires,2025-03-12 08:57:00+00:00,-89.5708,32.4392,2025,3
"RX Alexander 4/Stob Gap 1 Wildfire, Crawford, Arkansas",Wildfires,2025-03-12 08:28:00+00:00,-94.0013,35.7015,2025,3
"Eldridge RX Wildfire, Taney, Missouri",Wildfires,2025-03-12 08:25:00+00:00,-92.844,36.7465,2025,3
"RX Harvey South Wildfire, Scott, Arkansas",Wildfires,2025-03-12 08:17:00+00:00,-93.79676,34.884565,2025,3
"OCF CPT 12 Waterhole Rx 0312 Wildfire, Marion, Florida",Wildfires,2025-03-12 07:14:00+00:00,-81.818117,29.444283,2025,3
"State of Illinois RX Wildfire, Jackson, Illinois",Wildfires,2025-03-11 19:46:00+00:00,-89.5173,37.8649,2025,3
Wildfire in Central African Republic 1023591,Wildfires,2025-03-11 19:00:00+00:00,24.105917533271608,7.335163304249659,2025,3
Wildfire in Myanmar 1023616,Wildfires,2025-03-11 19:00:00+00:00,96.66372562012208,21.57340199470004,2025,3
Wildfire in Myanmar 1023620,Wildfires,2025-03-11 19:00:00+00:00,97.51386065667293,18.54525691138357,2025,3
"NADEL Wildfire, Osage, Oklahoma",Wildfires,2025-03-11 18:38:00+00:00,-96.42203,36.33773,2025,3
"East Branch Cedar Creek RX Wildfire, Johnson, Illinois",Wildfires,2025-03-11 16:20:00+00:00,-88.73399,37.50853,2025,3
"HFR FY25 RX Cattails Wildfire, Sequoyah, Oklahoma",Wildfires,2025-03-11 16:08:00+00:00,-94.99972,35.438456,2025,3
"RX KIS C-63 Wildfire, Natchitoches, Louisiana",Wildfires,2025-03-11 15:39:00+00:00,-93.11575,31.38475,2025,3
"Devils Kitchen West RX Wildfire, Williamson, Illinois",Wildfires,2025-03-11 13:30:00+00:00,-89.0997,37.6258,2025,3
"Bowdoin West RX Wildfire, Phillips, Montana",Wildfires,2025-03-11 12:03:00+00:00,-107.72462,48.39459,2025,3
"Rx Bomag Ball Springs Wildfire, Logan, Arkansas",Wildfires,2025-03-11 11:28:00+00:00,-93.6907,35.1986,2025,3
"Rx Pilot Rock Wildfire, Johnson, Arkansas",Wildfires,2025-03-11 11:28:00+00:00,-93.25,35.565833,2025,3
"RX Anna Reese 3 Wildfire, Stone, Arkansas",Wildfires,2025-03-11 11:28:00+00:00,-92.259444,36.015833,2025,3
"RX Wildcat 4-5 Wildfire, Yell, Arkansas",Wildfires,2025-03-11 10:47:00+00:00,-93.418889,34.898278,2025,3
"RX WINN C-95-104 Wildfire, Grant, Louisiana",Wildfires,2025-03-11 10:18:00+00:00,-92.561944,31.775,2025,3
"RX Harvey Wildfire, Scott, Arkansas",Wildfires,2025-03-11 09:39:00+00:00,-93.79676,34.884565,2025,3
"RX CAT C-4-5 Wildfire, Grant, Louisiana",Wildfires,2025-03-11 09:39:00+00:00,-92.454333,31.71675,2025,3
"RX CALE C-81 Wildfire, Rapides, Louisiana",Wildfires,2025-03-11 09:26:00+00:00,-92.647,31.018483,2025,3
"RX Blaylock &amp; Brier Leader Wildfire, Polk, Arkansas",Wildfires,2025-03-11 09:24:00+00:00,-93.998611,34.4025,2025,3
"Gray Squirrel Hollow Wildfire, Adair, Oklahoma",Wildfires,2025-03-11 09:20:00+00:00,-94.7441667,36.0205556,2025,3
"Holly Springs IU 35 1 RX Wildfire, Marshall, Mississippi",Wildfires,2025-03-11 08:44:00+00:00,-89.32888,34.742293,2025,3
"Rx WaggleySalt Fork Alexande Wildfire, Franklin, Arkansas",Wildfires,2025-03-10 20:09:00+00:00,-93.9385,35.7209,2025,3
Wildfire in India 1023598,Wildfires,2025-03-10 19:00:00+00:00,93.00463337862833,22.746530344768676,2025,3
Wildfire in India 1023599,Wildfires,2025-03-10 19:00:00+00:00,92.59304989103023,22.955887691948824,2025,3
Wildfire in South Africa 1023595,Wildfires,2025-03-10 19:00:00+00:00,18.99149662155846,-32.16994291564136,2025,3
Wildfire in Myanmar 1023606,Wildfires,2025-03-10 19:00:00+00:00,97.32648709441683,18.52601847848982,2025,3
"ACORN Wildfire, Osage, Oklahoma",Wildfires,2025-03-10 16:13:00+00:00,-96.368611,36.321944,2025,3
"Ocean Front Wildfire, Calhoun, Texas",Wildfires,2025-03-10 16:00:00+00:00,-96.59,28.389,2025,3
"HGR Godwin 2 RX Wildfire, Grayson, Texas",Wildfires,2025-03-10 14:39:00+00:00,-96.818533,33.743625,2025,3
"ROUTE 13 Wildfire, Ziebach, South Dakota",Wildfires,2025-03-10 14:38:00+00:00,-101.9838889,44.65416667,2025,3
"SHNF Comp 8 RX Wildfire, Montgomery, Texas",Wildfires,2025-03-10 14:34:00+00:00,-95.793333,30.508333,2025,3
"SMR CPT 311 Rx 0307 Wildfire, Wakulla, Florida",Wildfires,2025-03-10 14:19:00+00:00,-84.415889,30.015444,2025,3
"FPR Cochran &amp; Airplane Rx 0308 Wildfire, Collier, Florida",Wildfires,2025-03-10 14:08:00+00:00,-81.388967,26.1748,2025,3
"Miller King RX Wildfire, Butler, Missouri",Wildfires,2025-03-10 13:52:00+00:00,-90.591202,36.918496,2025,3
"Victory Landscape RX Wildfire, Butler, Missouri",Wildfires,2025-03-10 12:00:00+00:00,-90.5618,36.8921,2025,3
"RX Gambler 4 Wildfire, Baxter, Arkansas",Wildfires,2025-03-10 11:10:00+00:00,-92.256492,36.070132,2025,3
"RX CALV C-108-112 Wildfire, Vernon, Louisiana",Wildfires,2025-03-10 10:52:00+00:00,-93.1512,30.94375,2025,3
"RX Livingston 3 Wildfire, Stone, Arkansas",Wildfires,2025-03-10 10:19:00+00:00,-92.182673,36.031365,2025,3
"Rx Newton 0913 Wildfire, Newton, Texas",Wildfires,2025-03-10 09:05:00+00:00,-93.796824,31.137414,2025,3
"Rx Anderson 0911 Wildfire, Anderson, Texas",Wildfires,2025-03-10 09:00:00+00:00,-95.39591,31.72405,2025,3
"KENWOOD 15S Wildfire, Delaware, Oklahoma",Wildfires,2025-03-09 20:09:00+00:00,-94.909444,36.292222,2025,3
Wildfire in India 1023600,Wildfires,2025-03-09 19:00:00+00:00,92.74218103787095,22.32423758852614,2025,3
Wildfire in Myanmar 1023605,Wildfires,2025-03-09 19:00:00+00:00,97.25800272968671,21.51524095754266,2025,3
"Webster- Union Church Rd. Wildfire, Choctaw, Mississippi",Wildfires,2025-03-09 13:32:00+00:00,-89.3875,33.4052778,2025,3
"Minninghaw RX Wildfire, Dent, Missouri",Wildfires,2025-03-09 12:47:00+00:00,-91.3645,37.498333,2025,3
"FLW Range Complex Unit C RX Wildfire, Pulaski, Missouri",Wildfires,2025-03-09 11:54:00+00:00,-92.136834,37.667337,2025,3
"Wylie King 3 4 5 RX Wildfire, Butler, Missouri",Wildfires,2025-03-09 10:46:00+00:00,-90.615471,36.918752,2025,3
"Rx Gambler 3 Wildfire, Baxter, Arkansas",Wildfires,2025-03-09 09:40:00+00:00,-92.256492,36.070132,2025,3
"Vance Barnett RX Wildfire, Shannon, Missouri",Wildfires,2025-03-09 09:38:00+00:00,-91.211167,37.149867,2025,3
Wildfire in Japan 1023572,Wildfires,2025-03-08 19:00:00+00:00,131.1045520412834,33.01188756779366,2025,3
Wildfire in Mongolia 1023574,Wildfires,2025-03-08 19:00:00+00:00,115.89171959937453,46.38149934342592,2025,3
Wildfire in Central African Republic 1023581,Wildfires,2025-03-08 19:00:00+00:00,23.536788708011464,6.619150766776794,2025,3
Wildfire in Central African Republic 1023590,Wildfires,2025-03-08 19:00:00+00:00,23.688304833308994,6.516394496500546,2025,3
Wildfire in Myanmar 1023592,Wildfires,2025-03-08 19:00:00+00:00,93.52984617226183,20.188311094429693,2025,3
Wildfire in Central African Republic 1023593,Wildfires,2025-03-08 19:00:00+00:00,23.667916770271972,6.511335898221757,2025,3
"Johnson Mountain Blk 1 RX Wildfire, Iron, Missouri",Wildfires,2025-03-08 17:53:00+00:00,-90.887717,37.715333,2025,3
"Rx Gambler 2 Wildfire, Baxter, Arkansas",Wildfires,2025-03-08 17:06:00+00:00,-92.282212,36.095542,2025,3
"GUN CLUB Wildfire, Okmulgee, Oklahoma",Wildfires,2025-03-08 15:56:00+00:00,-95.930278,35.663333,2025,3
"Knotwell RX Wildfire, Phelps, Missouri",Wildfires,2025-03-08 11:23:00+00:00,-91.938833,37.8725,2025,3
"Tapsville RX Wildfire, Lawrence, Alabama",Wildfires,2025-03-08 09:05:00+00:00,-87.321845,34.349135,2025,3
Wildfire in Australia 1023568,Wildfires,2025-03-07 19:00:00+00:00,128.38030681274947,-17.160733613694457,2025,3
Wildfire in Australia 1023575,Wildfires,2025-03-07 19:00:00+00:00,128.75620408324932,-17.13637444417971,2025,3
Wildfire in Australia 1023576,Wildfires,2025-03-07 19:00:00+00:00,130.2212002200049,-18.21746470042773,2025,3
Wildfire in South Africa 1023583,Wildfires,2025-03-07 19:00:00+00:00,19.101828923882767,-32.25030765506339,2025,3
Wildfire in Myanmar 1023586,Wildfires,2025-03-07 19:00:00+00:00,97.04883946292448,21.11563416223357,2025,3
Wildfire in Myanmar 1023601,Wildfires,2025-03-07 19:00:00+00:00,96.70426337145264,21.773339451997852,2025,3
"Wildfire in Sudan, Ethiopia 1023603",Wildfires,2025-03-07 19:00:00+00:00,33.263231720709946,8.498101519852261,2025,3
"Camden Hollow RX Wildfire, Shannon, Missouri",Wildfires,2025-03-07 14:41:00+00:00,-91.2992,37.368867,2025,3
"BO/MAG Dooley RX Wildfire, Yell, Arkansas",Wildfires,2025-03-07 11:33:00+00:00,-93.4067,35.163,2025,3
"RX North Rebuck Wildfire, Scott, Arkansas",Wildfires,2025-03-07 11:30:00+00:00,-93.802222,34.7675,2025,3
"BALD HILL Wildfire, Okmulgee, Oklahoma",Wildfires,2025-03-07 10:31:00+00:00,-95.885278,35.703611,2025,3
"RX Gambler 1 Wildfire, Baxter, Arkansas",Wildfires,2025-03-07 10:19:00+00:00,-92.287442,36.072526,2025,3
"RX Kleberg 0899 Wildfire, Kleberg, Texas",Wildfires,2025-03-07 09:44:00+00:00,-97.633963,27.369151,2025,3
Wildfire in Venezuela 1023584,Wildfires,2025-03-06 19:00:00+00:00,-61.4739192703003,9.635534119657786,2025,3
Wildfire in India 1023587,Wildfires,2025-03-06 19:00:00+00:00,92.67331338162069,22.48307877881833,2025,3
Wildfire in India 1023594,Wildfires,2025-03-06 19:00:00+00:00,92.41440586858594,23.18152643821413,2025,3
Wildfire in Sudan 1023602,Wildfires,2025-03-06 19:00:00+00:00,32.966461362382596,8.435607326295585,2025,3
"Conecuh Fire Wildfire, Covington, Alabama",Wildfires,2025-03-06 17:43:00+00:00,-86.2533333,31.325,2025,3
Wildfire in Ethiopia 1023569,Wildfires,2025-03-05 19:00:00+00:00,33.7984221412233,7.935052059126491,2025,3
Wildfire in Myanmar 1023588,Wildfires,2025-03-05 19:00:00+00:00,97.02884177730607,21.11372737882551,2025,3
Wildfire in Australia 1023558,Wildfires,2025-03-04 19:00:00+00:00,133.16942096241894,-13.88999951701955,2025,3
Wildfire in Ethiopia 1023577,Wildfires,2025-03-04 19:00:00+00:00,33.87995019447472,7.902587980806288,2025,3
Wildfire in Mexico 1023578,Wildfires,2025-03-04 19:00:00+00:00,-98.46236445375952,23.02153983632611,2025,3
Wildfire in Myanmar 1023589,Wildfires,2025-03-04 19:00:00+00:00,97.10332206752199,21.373585908949025,2025,3
Wildfire in Australia 1023559,Wildfires,2025-03-03 19:00:00+00:00,114.04983888837145,-22.024491925159413,2025,3
Wildfire in India 1023570,Wildfires,2025-03-03 19:00:00+00:00,78.62792317851759,16.171901237732552,2025,3
Wildfire in Myanmar 1023585,Wildfires,2025-03-03 19:00:00+00:00,97.22638595937607,21.431668536367507,2025,3
Wildfire in The Democratic Republic of Congo 1023565,Wildfires,2025-03-02 19:00:00+00:00,29.319199493766188,4.11778052420226,2025,3
Wildfire in Ethiopia 1023566,Wildfires,2025-03-02 19:00:00+00:00,36.203560737771504,10.958707288432578,2025,3
Wildfire in Ethiopia 1023573,Wildfires,2025-03-02 19:00:00+00:00,36.052729593506925,10.854635061053113,2025,3
Wildfire in Myanmar 1023579,Wildfires,2025-03-02 19:00:00+00:00,97.2656543265482,19.743576184865212,2025,3
Wildfire in Myanmar 1023582,Wildfires,2025-03-02 19:00:00+00:00,94.09367491290467,20.916152625051392,2025,3
Wildfire in Ethiopia 1023562,Wildfires,2025-03-01 19:00:00+00:00,36.03694573694831,10.717569091269917,2025,3
Wildfire in Myanmar 1023580,Wildfires,2025-03-01 19:00:00+00:00,97.44061204928268,18.64426234678043,2025,3
Wildfire in Mexico 1023560,Wildfires,2025-02-28 19:00:00+00:00,-108.46121544989686,29.92459591249199,2025,2
Wildfire in Myanmar 1023561,Wildfires,2025-02-28 19:00:00+00:00,97.15913730391169,22.5979169762239,2025,2
Wildfire in Mexico 1023567,Wildfires,2025-02-28 19:00:00+00:00,-108.42762061983576,29.838872783724792,2025,2
Wildfire in India 1023571,Wildfires,2025-02-28 19:00:00+00:00,79.99317338106425,19.184716809696404,2025,2
Wildfire in Australia 1023549,Wildfires,2025-02-27 19:00:00+00:00,128.52327871865603,-16.40598297286811,2025,2
Wildfire in Venezuela 1023550,Wildfires,2025-02-27 19:00:00+00:00,-62.915756515665755,8.874035780887,2025,2
Wildfire in Australia 1023552,Wildfires,2025-02-27 19:00:00+00:00,128.50209889262345,-16.221010585212838,2025,2
Wildfire in Myanmar 1023563,Wildfires,2025-02-27 19:00:00+00:00,94.58351878953317,19.538833730103978,2025,2
"Dismal River Ranch Wildfire, Hooker, Nebraska",Wildfires,2025-02-27 15:59:00+00:00,-101.04,41.859,2025,2
"Devils Horn 1-3 RX Wildfire, Carter, Missouri",Wildfires,2025-02-27 11:12:00+00:00,-91.083183,36.84222,2025,2
"RX Golden Road 2 3 4 5 7 Wildfire, Pike, Arkansas",Wildfires,2025-02-27 11:09:00+00:00,-93.898611,34.322222,2025,2
"RX 97 old growth hurricane Wildfire, Montgomery, Arkansas",Wildfires,2025-02-27 11:09:00+00:00,-93.913333,34.416667,2025,2
"Compartment 1 RX Wildfire, Macon, Alabama",Wildfires,2025-02-27 10:08:00+00:00,-85.658917,32.432944,2025,2
"Eureka Wildfire, Custer, Nebraska",Wildfires,2025-02-27 09:57:00+00:00,-99.958764,41.510793,2025,2
"RX BO/MAG Green Bench Wildfire, Logan, Arkansas",Wildfires,2025-02-27 09:55:00+00:00,-93.713,35.1884,2025,2
"SNF Indian Mound 103 RX Wildfire, Sabine, Texas",Wildfires,2025-02-27 09:52:00+00:00,-93.725867,31.3088,2025,2
"DCNF Comp 64 65 RX Wildfire, Houston, Texas",Wildfires,2025-02-27 09:44:00+00:00,-95.255397,31.28114,2025,2
"RX Rambo Wildfire, Johnson, Arkansas",Wildfires,2025-02-27 09:39:00+00:00,-93.597128,35.658049,2025,2
"RX KIS C-17-18 Wildfire, Natchitoches, Louisiana",Wildfires,2025-02-27 09:23:00+00:00,-93.043611,31.525,2025,2
"Rx Lamar 0544 Wildfire, Lamar, Texas",Wildfires,2025-02-27 09:16:00+00:00,-95.537,33.7962,2025,2
"Tombigbee CPT 18 RX Wildfire, Chickasaw, Mississippi",Wildfires,2025-02-27 09:09:00+00:00,-88.9583,33.93515,2025,2
"RX FY25 BUFF Mill Creek Wildfire, Newton, Arkansas",Wildfires,2025-02-27 08:49:00+00:00,-93.123333,36.0675,2025,2
"RX Reeve&#039;s Branch 2 Wildfire, Pope, Arkansas",Wildfires,2025-02-27 08:43:00+00:00,-92.902528,35.714619,2025,2
"ANF Bannister East C-17 RX Wildfire, San Augustine, Texas",Wildfires,2025-02-27 08:42:00+00:00,-94.229917,31.3518,2025,2
"RX Beech Grove Wildfire, Franklin, Arkansas",Wildfires,2025-02-27 08:39:00+00:00,-93.720865,35.752404,2025,2
"RX Walker Mt Wildfire, Scott, Arkansas",Wildfires,2025-02-27 08:27:00+00:00,-94.301412,34.876655,2025,2
"RX Deer East Wildfire, Franklin, Arkansas",Wildfires,2025-02-27 08:15:00+00:00,-93.9705,35.6191,2025,2
"RX Little Round Wildfire, Scott, Arkansas",Wildfires,2025-02-27 08:13:00+00:00,-93.751389,34.819167,2025,2
"OSF CPT 60 65 66 Rx 0227 Wildfire, Columbia, Florida",Wildfires,2025-02-27 07:37:00+00:00,-82.547533,30.314117,2025,2
"OCF CPT 7 Rx 0227 Wildfire, Putnam, Florida",Wildfires,2025-02-27 07:14:00+00:00,-81.706083,29.4572,2025,2
Wildfire in Australia 1023551,Wildfires,2025-02-26 19:00:00+00:00,135.21942548386295,-15.460050308100092,2025,2
Wildfire in Colombia 1023553,Wildfires,2025-02-26 19:00:00+00:00,-69.80380791425938,6.322034256238772,2025,2
Wildfire in Venezuela 1023554,Wildfires,2025-02-26 19:00:00+00:00,-62.725092140177324,8.791094987031062,2025,2
Wildfire in Australia 1023555,Wildfires,2025-02-26 19:00:00+00:00,138.7068490588114,-20.52961253827525,2025,2
Wildfire in Colombia 1023557,Wildfires,2025-02-26 19:00:00+00:00,-69.01115210275877,6.056571943380485,2025,2
"Chinnabee/Cheaha RX Wildfire, Clay, Alabama",Wildfires,2025-02-26 18:55:00+00:00,-85.885277,33.466157,2025,2
"OKSLR-HFR-FY25-RX-Wilderness Wildfire, Alfalfa, Oklahoma",Wildfires,2025-02-26 13:38:00+00:00,-98.213556,36.786583,2025,2
"Two Barrel Wildfire, Liberty, Florida",Wildfires,2025-02-26 12:55:00+00:00,-84.9963,30.1792,2025,2
"Holly Springs IU 107 1 RX Wildfire, Lafayette, Mississippi",Wildfires,2025-02-26 10:01:00+00:00,-89.2994,34.3622,2025,2
"Tombigbee CPT 74 75 RX Wildfire, Choctaw, Mississippi",Wildfires,2025-02-26 09:50:00+00:00,-89.1246,33.27269,2025,2
"RX Barkshed 3 Wildfire, Stone, Arkansas",Wildfires,2025-02-26 09:38:00+00:00,-92.293667,36.044967,2025,2
"Rx Brown 0560 Wildfire, Brown, Texas",Wildfires,2025-02-26 09:33:00+00:00,-98.902,31.643,2025,2
"Rx McMullen 0558 Wildfire, McMullen, Texas",Wildfires,2025-02-26 09:33:00+00:00,-98.35107056,28.47109036,2025,2
"DCNF Comp 76/79 RX Wildfire, Trinity, Texas",Wildfires,2025-02-26 09:20:00+00:00,-95.129428,31.250992,2025,2
"RX Falling Water - Raspberry Wildfire, Pope, Arkansas",Wildfires,2025-02-26 09:09:00+00:00,-92.94525,35.698233,2025,2
"RX Private Line Wildfire, Searcy, Arkansas",Wildfires,2025-02-26 09:06:00+00:00,-92.915086,35.75125,2025,2
"RX CALE C-17 Wildfire, Rapides, Louisiana",Wildfires,2025-02-26 09:05:00+00:00,-92.628883,31.232533,2025,2
"SHNF Comp 83 RX Wildfire, San Jacinto, Texas",Wildfires,2025-02-26 08:50:00+00:00,-95.334,30.622167,2025,2
"OSF CPT 131 Rx 0226 Wildfire, Columbia, Florida",Wildfires,2025-02-26 08:26:00+00:00,-82.547883,30.404133,2025,2
"MIC 03/05 RX Wildfire, Escambia, Alabama",Wildfires,2025-02-26 07:50:00+00:00,-86.752368,31.062498,2025,2
"Calhoun Co Wildfire, Calhoun, Alabama",Wildfires,2025-02-25 22:57:00+00:00,-85.7658333,33.8988889,2025,2
"East Table Wildfire, Custer, Nebraska",Wildfires,2025-02-25 21:31:00+00:00,-99.728328,41.547555,2025,2
Wildfire in Australia 1023545,Wildfires,2025-02-25 19:00:00+00:00,149.45152157902322,-30.942532865512696,2025,2
"KC 450 Wildfire, Kimble, Texas",Wildfires,2025-02-25 18:30:00+00:00,-99.66921667,30.38541667,2025,2
"COLBIN GAP Wildfire, Etowah, Alabama",Wildfires,2025-02-25 13:04:00+00:00,-85.8861111,33.9580556,2025,2
"RX Harvey Mtn East Wildfire, Le Flore, Oklahoma",Wildfires,2025-02-25 09:55:00+00:00,-94.86845,34.712217,2025,2
"Range 141 Wildfire, El Paso, Colorado",Wildfires,2025-02-25 09:30:00+00:00,-104.8106,38.625558,2025,2
"Rx Cottle 0536 Wildfire, Cottle, Texas",Wildfires,2025-02-25 09:13:00+00:00,-100.3442455,34.11744675,2025,2
"RX Kerr 0537 Wildfire, Kerr, Texas",Wildfires,2025-02-25 09:13:00+00:00,-99.29375895,30.13073292,2025,2
"Rx McMullen 0538 Wildfire, McMullen, Texas",Wildfires,2025-02-25 09:12:00+00:00,-98.351056,28.47151854,2025,2
"Walt RX Wildfire, Clay, Alabama",Wildfires,2025-02-25 09:03:00+00:00,-86.152778,33.170833,2025,2
"RX Reeve&#039;s Branch Wildfire, Pope, Arkansas",Wildfires,2025-02-25 08:45:00+00:00,-92.902528,35.714619,2025,2
"RX Harvey Ridge Wildfire, Scott, Arkansas",Wildfires,2025-02-25 08:28:00+00:00,-94.22,34.716389,2025,2
"DXS 01/02/03 RX Wildfire, Escambia, Alabama",Wildfires,2025-02-25 07:31:00+00:00,-86.745247,31.134602,2025,2
"Saw Mill Wildfire, Platte, Wyoming",Wildfires,2025-02-24 19:11:00+00:00,-104.92062,42.04107,2025,2
Wildfire in Venezuela 1023542,Wildfires,2025-02-24 19:00:00+00:00,-68.14176757456781,8.76770429509867,2025,2
Wildfire in Ethiopia 1023537,Wildfires,2025-02-24 19:00:00+00:00,35.96153969595625,10.705370034617072,2025,2
Wildfire in Ethiopia 1023556,Wildfires,2025-02-24 19:00:00+00:00,36.28616137264376,11.099954768823263,2025,2
"YO Ranch Road Wildfire, Platte, Wyoming",Wildfires,2025-02-24 10:18:00+00:00,-104.90347,42.000536,2025,2
"RX South Ringer Branch Wildfire, Scott, Arkansas",Wildfires,2025-02-24 07:57:00+00:00,-93.808056,34.745,2025,2
Wildfire in Senegal 1023539,Wildfires,2025-02-23 19:00:00+00:00,-12.686479720554628,13.460777229036738,2025,2
Wildfire in Australia 1023540,Wildfires,2025-02-23 19:00:00+00:00,128.18195798040907,-17.582193798972035,2025,2
"Wildfire in Liberia, Guinea 1023564",Wildfires,2025-02-23 19:00:00+00:00,-9.427060559769606,7.971437753501375,2025,2
"RX Harvey Mountain East Wildfire, Le Flore, Oklahoma",Wildfires,2025-02-23 09:54:00+00:00,-94.857083,34.723,2025,2
Wildfire in Australia 1023531,Wildfires,2025-02-22 19:00:00+00:00,130.2518742727973,-19.338758738207215,2025,2
Wildfire in Mali 1023544,Wildfires,2025-02-22 19:00:00+00:00,-6.027762358906355,15.058538175600468,2025,2
Wildfire in Australia 1023547,Wildfires,2025-02-22 19:00:00+00:00,146.74406620530675,-37.580056289934426,2025,2
Wildfire in Australia 1023548,Wildfires,2025-02-22 19:00:00+00:00,131.31155657622176,-20.42737419501781,2025,2
"RX OKWMR Phelan Wildfire, Comanche, Oklahoma",Wildfires,2025-02-22 09:36:00+00:00,-98.783392,34.756666,2025,2
"Quail RX Wildfire, Cleburne, Alabama",Wildfires,2025-02-22 08:40:00+00:00,-85.579133,33.789533,2025,2
"Comp 49 RX Wildfire, Bibb, Alabama",Wildfires,2025-02-22 08:03:00+00:00,-87.3643,32.913522,2025,2
Wildfire in Mali 1023524,Wildfires,2025-02-21 19:00:00+00:00,3.2587400130394113,16.46189435900621,2025,2
Wildfire in Russian Federation 1023541,Wildfires,2025-02-21 19:00:00+00:00,131.58541641220148,44.43069133042419,2025,2
Wildfire in Ethiopia 1023538,Wildfires,2025-02-21 19:00:00+00:00,33.27263220169747,7.842581874359542,2025,2
Wildfire in Venezuela 1023546,Wildfires,2025-02-21 19:00:00+00:00,-63.2585376692452,8.877503108012524,2025,2
"Comp 05 RX Wildfire, Tuscaloosa, Alabama",Wildfires,2025-02-21 08:09:00+00:00,-87.403333,33.003833,2025,2
"LXR Strazulla Rx 0221 Wildfire, Palm Beach, Florida",Wildfires,2025-02-21 08:05:00+00:00,-80.25,26.566667,2025,2
Iceberg A85,Sea and Lake Ice,2025-02-21 00:00:00+00:00,-48.54,-77.51,2025,2
